Lat,Lng,Country,City,Max Temp,Humidity,Cloudiness,Wind Speed
-16.7,-151.02,PF,fare,83.75,68,100,5.17
6.07,-8.13,LR,zwedru,72.95,99,99,2.8
-14.56,30.81,ZM,nyimba,69.35,85,100,6.51
69.01,23.04,NO,kautokeino,24.71,80,97,10.45
3.25,19.77,CD,gemena,76.91,77,100,4.7
37.18,119.93,CN,laizhou,76.37,16,0,23.55
-18.56,-51.13,BR,cacu,69.35,84,50,2.21
-6.22,155.63,PG,kieta,85.01,66,0,2.8
48.06,46.11,RU,chernyy yar,43.43,44,100,7.23
31.52,77.8,IN,sarahan,32.27,50,0,8.39
41,-115.5,US,elko,35.6,51,90,6.93
39.27,141.88,JP,kamaishi,51.8,53,75,6.93
56.45,138.17,RU,ayan,20.75,91,93,3.69
46.83,9.45,CH,domat,44.01,33,4,5.08
-23.65,-70.4,CL,antofagasta,62.6,93,75,9.17
54.72,-113.29,CA,athabasca,7.97,98,83,1.74
-7.95,110.28,ID,bambanglipuro,85.73,70,76,10.42
43.53,13.24,IT,jesi,48,100,17,3.36
21.43,39.83,SA,mecca,76.01,32,0,7.52
-0.61,-47.36,BR,salinopolis,81.77,82,99,10.83
17.48,106.6,VN,dong hoi,75.83,85,100,6.78
-2.65,10,GA,gamba,78.17,91,100,1.79
14.9,-24.5,CV,sao filipe,66.65,76,0,13.87
52.52,111.54,RU,sosnovo-ozerskoye,28.49,57,43,12.33
36.65,107.79,CN,yuancheng,58.55,9,33,26.87
55.31,76.76,RU,chany,30.47,88,100,20.76
35.62,-5.28,MA,martil,62.6,93,55,23.04
6.04,80.22,LK,galle,84.47,71,76,8.72
22.68,-3.98,ML,taoudenni,68.81,16,83,8.12
30.42,-9.6,MA,agadir,51.8,81,6,4.7
-34.73,135.87,AU,port lincoln,84.65,25,89,5.06
41.59,-109.2,US,rock springs,37.4,47,1,11.41
-10.62,150.67,PG,samarai,80.15,83,62,6.24
53.05,158.65,RU,petropavlovsk-kamchatskiy,32,73,100,13.42
-25.4,-70.48,CL,taltal,56.21,91,0,2.01
33.88,135.15,JP,gobo,64.4,39,40,6.93
-8.84,13.23,AO,luanda,78.8,88,75,5.82
54.88,69.16,KZ,petropavl,32,91,20,13.42
-6.12,141.29,PG,kiunga,87.89,60,99,2.53
10.39,8.57,NG,lere,68.63,10,100,4.68
65.28,-126.83,CA,norman wells,15.8,92,75,6.93
-8.01,-34.86,BR,olinda,77,88,40,2.24
39.89,4.27,ES,mahon,55.4,93,20,8.05
37.57,126.98,KR,seoul,62.6,18,1,5.82
21.28,-89.67,MX,progreso,78.8,65,5,13.87
33.67,-95.58,US,lamar,61,100,90,13.87
25.53,-103.25,MX,matamoros,71.51,50,66,1.59
64.54,-21.92,IS,borgarnes,32,86,90,13.87
-12.42,-41.77,BR,seabra,63.59,93,78,2.17
-14.24,31.33,ZM,petauke,69.89,81,81,11.1
42.8,93.45,CN,hami,57.29,16,10,3.71
18.9,-3.53,ML,araouane,73.67,12,85,8.81
42.27,118.96,CN,chifeng,49.91,36,79,20.04
68.05,39.51,RU,ostrovnoy,23.81,93,93,11.99
12.98,37.77,ET,dabat,68.09,28,51,4.5
26.77,31.5,EG,tahta,55.4,58,0,14.99
-15.89,-52.26,BR,barra do garcas,69.35,95,17,0.92
-5.67,132.75,ID,tual,83.21,69,77,4.94
27.92,-15.44,ES,ingenio,59,77,75,18.34
34.77,32.42,CY,pafos,50,76,20,5.82
32.69,128.84,JP,fukue,60.8,72,75,12.75
5.88,38.98,ET,kibre mengist,72.05,61,71,2.3
-6.64,-51.99,BR,sao felix do xingu,70.97,97,40,1.88
59.54,5.35,NO,sveio,41,80,100,18.34
48.01,91.64,MN,hovd,48.65,21,30,2.51
49.12,-85.84,CA,manitouwadge,12.47,90,94,1.23
40.43,71.72,UZ,komsomolskiy,66.2,34,62,2.24
-23.55,-51.46,BR,apucarana,77,83,3,8.34
49.2,119.7,CN,hailar,26.15,84,0,14.85
10.48,16.71,TD,bousso,77.27,11,95,8.97
37.72,-25.43,PT,vila franca do campo,55.4,82,20,3.36
-13.13,39,MZ,montepuez,75.11,90,33,2.77
-20.22,-70.14,CL,iquique,71.6,68,43,9.17
12.48,-16.55,SN,oussouye,66.65,82,0,6.73
42.03,-8.16,PT,vila,57,81,0,5.82
18.22,-63.06,AI,the valley,78.8,74,20,8.05
34.12,72.47,PK,swabi,72.77,48,27,5.91
37.17,-2.33,ES,almeria,60.8,67,20,25.28
-30.74,30.45,ZA,port shepstone,66.11,80,29,3.38
-12.04,-77.03,PE,lima,73.4,78,95,8.05
39.05,-27.98,PT,lagoa,62.15,84,10,15.12
-12.78,15.74,AO,huambo,60.53,98,100,4.21
31.72,-116.57,MX,maneadero,53.01,82,14,1.99
-14.78,24.8,ZM,kaoma,65.03,97,97,3.96
41.96,42.96,GE,khani,39.2,93,90,3.36
